Citation
"Pomeroy, D. and H. Tushabe (2004). The State of Uganda's Biodiversity 2004. The State of Uganda's Biodiversity - an analysis of trends, Makerere University Institute of Environment and Natural Resources.| Pomeroy, D. (2006). The State of Uganda's Biodiversity 2006. The State of Uganda's Biodiversity - an analysis of trends, Makerere University Institute of Environment and Natural Resources. | UWA (2014). Mammal population statistic in the protected areas, Uganda Wildlife Authority."
"Prins, H. H. T., and I. Douglas-Hamilton. 1990. Stability in a multi-species assemblage of large herbivores in East Africa. Oecologica 83:392- 400."
"IUCN/SSC Antelope Specialist Group, Ed. (1989). Antelopes: Global Survey and Regional Action Plans: Part 2.Southern and South-central Africa. Antelopes: Global Survey and Regional Action Plans,, IUCN."
"Fischer, F. and K. E. Linsenmair (2001). ""Decreases in ungulate population densities. Examples from the Comoe National Park, Ivory Coast."" Biological Conservation 101(2): 131-135."
"IUCN/SSC Antelope Specialist Group, Ed. (1990). Antelopes: Global Survey and Regional Action Plans: Part 3. West and Central Africa. Antelopes: Global Survey and Regional Action Plans., IUCN."
"IUCN/SSC Antelope Specialist Group, Ed. (1988). Antelopes: Global Survey and Regional Action Plans: Part 1. East and Northeast Africa. Antelopes: Global Survey and Regional Action Plans., IUCN."
"Pomeroy, D. and H. Tushabe (2004). The State of Uganda's Biodiversity 2004. The State of Uganda's Biodiversity - an analysis of trends, Makerere University Institute of Environment and Natural Resources.| Pomeroy, D. (2006). The State of Uganda's Biodiversity 2006. The State of Uganda's Biodiversity - an analysis of trends, Makerere University Institute of Environment and Natural Resources.| UWA (2014). Mammal population statistic in the protected areas, Uganda Wildlife Authority."
"Ginsberg, J. R. and D. W. Macdonald (1990). Foxes, Wolvevs, Jackals, and Dogs: An Action Plan for the Conservation of Canids. IUCN/SSC Canid Specialist Group and IUCN Wolf Specialist Group. Gland, Switzerland: 116 pp."
"Stephens, P. A., C. A. d'Sa, et al. (2001). ""Impact of livestock and settlement on the large mammalian wildlife of Bale Mountains National Park, southern Ethiopia."" Biological Conservation 100: 307-322."
"African Wildlife Foundation (1999). ""White rhinos survive war."" Oryx 33(2): pp101."
"WWF (2005, November 13, 2005). ""Northern white rhinoceros."" Endangered species. Retrieved 1/11/06, 2006, from http://www.panda.org/about_wwf/what_we_do/species/our_solutions/endangered_species/rhinoceros/white_rhinoceros/northern_white_rhinoceros/index.cfm?SID=11&LID=3&FH=E&SECTION=3."
"International Rhino Foundation (2006, Unknown). ""Northern White Rhino."" Retrieved 12/09/06, 2006, from http://www.rhinos-irf.org/rhinoinformation/whiterhino/subspecies/northern.htm.| de Merode, E., I. Bila, et al. (2005). ""An aerial reconnaissance of Garamba National Park with a focus on northern white rhinoceros."" n/a. from http://www.rhinos-irf.org/news/african/garamba/Garambasurveyreport25.8.05.pdf."
"Pomeroy, D. and H. Tushabe (2004). The State of Uganda's Biodiversity 2004. The State of Uganda's Biodiversity - an analysis of trends, Makerere University Institute of Environment and Natural Resources.| Pomeroy, D. (2006). The State of Uganda's Biodiversity 2006. The State of Uganda's Biodiversity - an analysis of trends, Makerere University Institute of Environment and Natural Resources."
"Kinnaird, M. F. (1995). ""Tale of Peril. The crested mangaby , a rare and elusive primate, is in a fight for survival."" Wildlife Conservation: 38-39, 73."
WWF South Africa (2006). Black Wildebeest. L. v. J. Loh.
"Runyoro, V. R., H. Hofer, et al. (1995). Long term trends in the herbivore populations of the Ngorongoro Crater, Tanzania. Serengeti II: Dynamics, Management and Conservation of an Ecosystem. A. R. E. Sinclair and P. Arcese, University of Chicago Press pp 146 - 168.| NERC Centre for Population Biology (1999). The Global Populations Dynamics Database. http://cpbnts1.bio.ic.ac.uk/gpdd/, Imperial College,."
"Dublin, H. T., A. R. E. Sinclair, et al. (1990). ""Does competition regulate ungulate populations? Further evidence from Serengeti, Tanzania."" Oecologica. 82: 283-288.| NERC Centre for Population Biology (1999). The Global Populations Dynamics Database. http://cpbnts1.bio.ic.ac.uk/gpdd/, Imperial College,."
"East, R. (1998). African Antelope database. Occasional paper of the IUCN Species Survival Commision No. 21. I. S. A. S. Group. Gland, Switzerland and Cambridge, UK., IUCN."
"Kingdon, J. (1997). The Kingdon Field Guide to African Mammals. New York, U.S.A., Academic Press, Harcourt Brace & Co.| Massicot, P. (1999). ""Animal Info: Mediterranean Monk Seal, Mountain Nyala and Hirola."" from http://www.animalinfo.org/species/carnivor/monamona.htm, http://www.animalinfo.org/species/artiperi/tragbuxt.htm, http://www.animalinfo.org/species/artiperi/damahunt.htm."
"Massicot, P. (1999). ""Animal Info: Mediterranean Monk Seal, Mountain Nyala and Hirola."" from http://www.animalinfo.org/species/carnivor/monamona.htm, http://www.animalinfo.org/species/artiperi/tragbuxt.htm, http://www.animalinfo.org/species/artiperi/damahunt.htm."
"Macdonald, D. (1984). The Encyclopedia of Mammals. New York, NY, USA, Facts On File Publications.| Massicot, P. (1999). ""Animal Info: Mediterranean Monk Seal, Mountain Nyala and Hirola."" from http://www.animalinfo.org/species/carnivor/monamona.htm, http://www.animalinfo.org/species/artiperi/tragbuxt.htm, http://www.animalinfo.org/species/artiperi/damahunt.htm."
WWF South Africa (2006). Bontebok. L. v. J. Loh.
"Lever, C. (1990). ""Lake Nakuru Black Rhinoceros Sanctuary."" Oryx 24(2): 90 - 94."
"WWF (2006). ""Species Factsheet: Black rhino. Retrieved 07/09/06, 2006, from http://assets.panda.org/downloads/ecop13blackrhinofactsheet.pdf."
"Pomeroy, D. and H. Tushabe (2004). The State of Uganda's Biodiversity 2004. The State of Uganda's Biodiversity - an analysis of trends, Makerere University Institute of Environment and Natural Resources."
"Duncan, P. e. (1992). ""Zebras, Asses and Horses. An action plan of the conservation of wild equids."" IUCN/SSC Equid Specialist Group.: 16."
"IUCN/SSC Equid Specialist Group (2002). Equids: Zebras, Asses and Horses. Status survey and conservation action plan. P. D. e. Moehlman. Gland, Switzerland and Cambridge, UK, IUCN: 190pp."
"Edroma, E. L. (1975). ""Wildlife Count in a Ugandan National Park."" Oryx 13: 176-178."
"Ugandan National Environment Action Plan Secretariat (1995). ""The National Environment Action Plan for Uganda.  Chapter 2: The state of the environment."" The National Environment Action Plan for Uganda. from http://easd.org.za/afenstr/Uganda/n952.htm   (look under 2.3 wildlife resources)."
"Pomeroy, D. and H. Tushabe (2004). The State of Uganda's Biodiversity 2004. The State of Uganda's Biodiversity - an analysis of trends, Makerere University Institute of Environment and Natural Resources.| Pomeroy, D. (2006). The State of Uganda's Biodiversity 2006. The State of Uganda's Biodiversity - an analysis of trends, Makerere University Institute of Environment and Natural Resources.| Pomeroy, D. (2010). The State of Uganda's Biodiversity 2010. The State of Uganda's Biodiversity - an analysis of trends, Makerere University Institute of Environment and Natural Resources."
"Pomeroy, D. and H. Tushabe (2004). The State of Uganda's Biodiversity 2004. The State of Uganda's Biodiversity - an analysis of trends, Makerere University Institute of Environment and Natural Resources.| Pomeroy, D. (2006). The State of Uganda's Biodiversity 2006. The State of Uganda's Biodiversity - an analysis of trends, Makerere University Institute of Environment and Natural Resources.| Pomeroy, D. (2009). The State of Uganda's Biodiversity 2009. The State of Uganda's Biodiversity - an analysis of trends, Makerere University Institute of Environment and Natural Resources.| Robbins, M., J. Roy, et al. (2014). Bwindi Mountain gorilla census 2011 - summary of results. Uganda Wildlife Authority."
"WWF-UK (2004). ""Endangered mountain gorillas defy odds: population increases by 17%."" from http://www.wwf.org.uk/news/n_0000001087.asp."
"Yamagiwa, J., N. Mwanza, et al. (1993). ""A census of the eastern lowland gorillas Gorilla gorilla graueri in Kahuzi-Biega National Park with reference to mountain gorillas G. g. beringei in the Virunga Region, Zaire."" Biological Conservation 64(1): 83-89."
"Beudels, R. C., S. M. Durant, et al. (1992). ""Assessing the Risks of Extinction for Local-Populations of Roan Antelope Hippotragus-Equinus."" Biological Conservation 61(2): 107-116."
"Nicholls, A. O., P. C. Viljoen, et al. (1996). ""Evaluating population persistence of censused and unmanaged herbivore populations from the Kruger National Park, South Africa."" Biological Conservation 76(1): 57-67."
"Cumming, D. H. M., R. F. Du Toit, et al. (1990). African Elephants and Rhinos. Status survey and conservation action plan. IUCN/SSC African Elephant and Rhino Specialist Group.: 8-11, 20, 22, 26."
"UNEP-WCMC (1997 (Last update)). ""Garamba National Park Democratic Republic of the Congo."" http://www.wcmc.org.uk/protected_areas/data/wh/garamba.html."
"Whyte, I. (2004). Ecosystem resources influencing elephant populations:History of the KNP elephant population. Elephant effects on biodiversity: An assessment of curretn knowledge and understanding as a basis for elephant management in SANparks."
"Edroma, E. L. (1980). ""Road to Extermination in Uganda."" Oryx 15(5): 451-452."
"Burrows, R. (1995). Demographic changes and social consequences in wild dogs, 1964 -1992. Serengeti II: Dynamics, Management and Conservation of an Ecosystem. A. R. E. Sinclair and P. Arcese, University of Chicago Press pp 400-420.| NERC Centre for Population Biology (1999). The Global Populations Dynamics Database. http://cpbnts1.bio.ic.ac.uk/gpdd/, Imperial College,."
"Woodroffe, R. and J. R. Ginsberg (1999). ""Conserving the African wild dog Lycaon pictus. I. Diagnosing and treating causes of decline."" Oryx 33(2): 132-142."
"Mills, G. and WWF South Africa (2000). African wild dog. LM via J Loh."
"Leirs, H., N. Stenseth, et al. (1997). ""Stochastic seasonality and nonlinear density-dependent factors regulate population size in an African rodent. ."" Nature 389: pp. 176-180 | NERC Centre for Population Biology (1999). The Global Populations Dynamics Database. http://cpbnts1.bio.ic.ac.uk/gpdd/, Imperial College,."
"Arinaitwe, H., D. Pomeroy, et al. (2000). The State of Uganda's Biodiversity 2000. The State of Uganda's Biodiversity - an analysis of trends, Makerere University Institute of Environment and Natural Resources.| Pomeroy, D. (2006). The State of Uganda's Biodiversity 2006. The State of Uganda's Biodiversity - an analysis of trends, Makerere University Institute of Environment and Natural Resources.| Pomeroy, D. (2009). The State of Uganda's Biodiversity 2009. The State of Uganda's Biodiversity - an analysis of trends, Makerere University Institute of Environment and Natural Resources."
"Arinaitwe, H., D. Pomeroy, et al. (2000). The State of Uganda's Biodiversity 2000. The State of Uganda's Biodiversity - an analysis of trends, Makerere University Institute of Environment and Natural Resources."
"Packer, C., A. E. Pusey, et al. (1991). ""Case-Study of a Population Bottleneck - Lions of the Ngorongoro Crater."" Conservation Biology 5(2): 219-230."
"Hanby, J. P., J. D. Boycott, et al. (1995). Ecology, demograpghy and behaviour of lions in two contrasting habitats: Ngorongoro Crater and the Serengeti Plains. Serengeti II: Dynamics, Management and Conservation of an Ecosystem. A. R. E. Sinclair and P. Arcese, University of Chicago Press pp 315 - 331.| NERC Centre for Population Biology (1999). The Global Populations Dynamics Database. http://cpbnts1.bio.ic.ac.uk/gpdd/, Imperial College,."
"Medley, K. E. (1993). ""Primate Conservation along the Tana River, Kenya: An examination of the forest habitat."" Conservation Biology 7(1): 110."
"Action Comores (2003). ""How many Livingstone's flying foxes are there in the Comores?"" Action Comores. from http://ibis.nott.ac.uk/Action-Comores/ac_howmany.htm."
"Mickleburgh, S. P., A. M. Hutson, et al. (1992). Old world fruit bats: An action plan for thier conservation. Gland, Switzerland."
"Entwhistle, A. and N. Corp (1997). ""Status and distribution of the Pemba flying fox Pteropus voeltzkowi."" Oryx 31(2): 135-142."
"Pomeroy, D. and H. Tushabe (2004). The State of Uganda's Biodiversity 2004. The State of Uganda's Biodiversity - an analysis of trends, Makerere University Institute of Environment and Natural Resources.| Pomeroy, D. (2006). The State of Uganda's Biodiversity 2006. The State of Uganda's Biodiversity - an analysis of trends, Makerere University Institute of Environment and Natural Resources.|UWA (2014). Mammal population statistic in the protected areas, Uganda Wildlife Authority."
"Massicot, P. (1999). ""Animal Info: Mountain Nyala."" from http://www.animalinfo.org/species/artiperi/tragbuxt.htm."
"Hillman, J. (1986). ""Conservation in Bale National Park, Ethiopia."" Oryx. 20(2): 89-94."
"Refera, B. and A. Bekele (2004). ""Population status and structure of mountain nyala in the Bale Mountains National Park, Ethiopia."" African Journal of Ecology 42(1): 1-7."
"Owen-Smith, N. (1990). ""Demography of a Large Herbivore, the Greater Kudu Tragelaphus-Strepsiceros, in Relation to Rainfall."" Journal of Animal Ecology 59(3): 893-913.| NERC Centre for Population Biology (1999). The Global Populations Dynamics Database. http://cpbnts1.bio.ic.ac.uk/gpdd/, Imperial College,."
"North, S. G., D. J. Bullock, et al. (1994). ""Changes in the vegetation and reptile populations on Round Island, Mauritius, following eradication of rabbits."" Biological Conservation 67(1): 21-28.| Bullock, D. J., S. G. North, et al. (2002). ""The impact of rabbit and goat eradication on the ecology of Round Island, Mauritius."" Occasional Papers of the IUCN Species Survival Commission 27: 53-63."
"North, S. G., D. J. Bullock, et al. (1994). ""Changes in the vegetation and reptile populations on Round Island, Mauritius, following eradication of rabbits."" Biological Conservation 67(1): 21-28."
"De Roy, T. (1999). Queer as a kiwi. BBC Wildlife 17: 60-65."
"Innes, J., R. Hay, et al. (1999). ""Successful recovery of North Island kokako Callaeas cinerea wilsoni populations, by adaptive management."" Biological Conservation 87(2): 201-214."
"Hill, R. (2002). Recovery Plan for the Norfolk Island Green Parrot Cyanoramphus novaezelandiae cookii. A. G. d. o. t. E. a. Heritage."
Swift Parrot Recovery Team (2001). Swift Parrot (Lathamus discolor) Recovery Plan 2001-2005. A. G. D. o. E. a. Heritage.
"Drechsler, M. (1998). ""Spatial conservation management of the orange-bellied parrot Neophema chrysogaster."" Biological Conservation 84(3): 283-292."
"Garnett, S. T. and G. M. Crowley (2000). The Action Plan for Australian Birds 2000. Canberra, Australia, Environment Australia."
"Massicot, P. (1999, May 23, 2006). ""Animal Info - Northern Hairy Nosed Wombat."" Animal Info. Retrieved 30/08/06, from http://www.animalinfo.org/species/lasikref.htm."
"Australian Government: Department of Environment and Heritage (2006, Friday, 19-May-2006 10:26:12 EST). ""Population estimates and trends."" Kangaroos - Australia's best-known animals. Retrieved 30/08/06, 2006, from http://www.deh.gov.au/biodiversity/trade-use/wild-harvest/kangaroo/index.html."
"Department of Sustainability and Environment (2003). Flora and Fauna Guarantee Action Statement: Eastern Barred Bandicoot. Flora and Fauna Guarantee Action Statement. Melbourne, Australia, State of Victoria, Department of Sustainability and Environment."
"Short, J., S. D. Bradshaw, et al. (1992). ""Reintroduction of macropods (Marsupialia: Macropoidea) in Australia- A review."" Biological Conservation. 62: 189-204."
"Tasmanian Parks and Wildlife Service (1996). Management program for the Brushtail possum Trichosurus vulpecula (Kerr) in Tasmania - Review of background information. D. o. t. E. a. Heritage. Canberra, ACT, Australia, Department of the Environment and Heritage."
U.S. Fish and Wildlife Service (2006). Revised recovery plan for Hawaiian Forest Birds.: 2-63.
"Freifeld, H. (2005). Laysan finch population status, 1966-2005. U. S. F. W. Service."
Birdlife International (2007). Species factsheet:Vini ultramarina (Ultramarine Lorikeet). Birdlife International.
"Wiles, G. J., T. O. Lemke, et al. (1989). ""Population Estimates of Fruit Bats (Pteropus-Mariannus) in the Mariana Islands."" Conservation Biology 3(1): 66-76."
"Prakash, V., D. J. Pain, et al. (2003). ""Catastrophic collapse of Indian white-backed Gyps bengalensis and long-billed Gyps indicus vulture populations."" Biological Conservation 109(3): 381-390."
"The Peregrine Fund (2007, Feburary 2007.). ""Asian Vulture Population Project."". Retrieved October 2007., from www.peregrinefund.org/vulture"
"IUCN/SSC Cat Specialist Group (1985). Asiatic Lions in the Gir Forest, India. . Cat News. P. Jackson. Bougy-Villars, Switzerland, Species Survival Commision. 3: Page 4."
"Choudhury, A. (1987). ""Railway Threat to Kaziranga."" Oryx 21(No 3.): 160-163."
"Heinen, J. T. and G. R. Singh (2001). ""A census and some management implications for wild buffalo (Bubalus bubalis) in Nepal."" Biological Conservation 101(3): 391-394.| Heinen, J. T. and R. Kandel (2006). ""Threats to a small population: a census and conservation recommendations for wild buffalo Bubalus arnee in Nepal."" Oryx 40(3): 324-330."
"Henshaw, J. (1994). ""Barasingha in Suklaphanta wildlife reserve, Nepal."" Oryx 28(No. 3): 202."
"Van Gruisen, J. (1985). ""Hangul Numbers."" Oryx 19(No. 1): pp 45."
"Santiapillai, C. and P. Jackson (1990). The Asian Elephant. A action plan for its conservation. Species Action Plan. I. S. A. E. S. Group. Galnd, Switzerland., IUCN: vii."
"Smielowski, J. M. and P. P. Raval (1988). ""The Indian Wild Ass - Wild and Captive Populations."" Oryx 22(No. 2.): 85-88."
"Rice, C. G. (1988). ""Habitat, Population Dynamics, and Conservation of the Nilgiri tahr, Hemitragus hylocrius."" Biological Conservation. 44(3): 137-157."
"Mishra, C. a. J., A.J.T. (1998). ""Population and conservation status of the Nilgiri tahr Hemitragus hylocrius in Anamalai Hills, south India."" Biological Conservation. 86: 199-206."
"Easa, P. S., P. K. Surendranathan Asari, et al. (1997). ""Status and distribution of the endangered Lion-Tailed Macaque Macaca silenus in Kerala, India."" Biological Conservation 80: 33-37."
"IUCN / SSC Caprinae Specialist Group (1997). Wild sheep and goats and their relatives. . Gland, Switzerland and Cambridge, UK, IUCN."
"IUCN/SSC Cat Specialist Group (1990). Asiatic Lion Population Up. Cat News. P. Jackson. Bougy, Switzerland, IUCN Species Survival Commission. 13: page 12.| IUCN/SSC Cat Specialist Group (1995). Asiatic Lion Census. Cat News. P. Jackson, IUCN. 23: 10."
"IUCN/SSC Cat Specialist Group (1985). Asiatic Lions in the Gir Forest, India. . Cat News. P. Jackson. Bougy-Villars, Switzerland, Species Survival Commision. 3: Page 4.| Singh, H. S. and L. Gibson (2011). ""A conservation success story in the otherwise dire megafauna extinction crisis: The Asiatic lion (Panthera leo persica) of Gir forest."" Biological Conservation 144(5): 1753-1757."
"Tilson, R., K. Traylor-Holzer, et al. (1997). ""The decline and impending extinction of the South China Tiger."" Oryx 31(No. 4.): 243-252."
IUCN/SSC Cat Specialist Group (1997). Status of the Tiger in 1997. Cat News. P. Jackson. No. 27.: pp 8-10.| IUCN/SSC Cat Specialist Group (1998). Current Status of the Tiger. Cat News. P. Jackson. No. 28.: pp 11.
"Government of India (2006). Project Tiger, Tiger Directorate, Ministry of Enviornment, Government of India."
"Polet, G., V. M. Tran, et al. (1999). ""The Javan rhinos, Rhinoceros sondaicus annamiticus, of Cat Tien National Park, Vietnam: current status and management implications."" Pachyderm: Journal of the African Elephant, the African Rhino and the Asian Rhino Specialist Group. No. 27."
"Massicot, P. (2005, November 26, 2005). ""Animal Info - Javan Rhinoceros."" Animal Info. Retrieved 07/09/06, from http://www.animalinfo.org/species/artiperi/rhinsond.htm."
"WWF (2006). ""Species Factsheet: Asian Rhinoceros."" Species Factsheet. Retrieved 07/09/06, 2006, from http://assets.panda.org/downloads/asian_rhino_factsheet2006.pdf."
"Qung, G., D. Yang, et al. (1994). ""Population and Distribution of Black Leaf Monkeys in China."" Chinese Primate Research and Conservation News 3(2): 2."
"Wiley, J. W., W. Post, et al. (1991). ""Conservation of the Yellow-shouldered Blackbird Agelaius xanthomus, an endangered West Indian species."" Biological Conservation 55: 119-138."
"U.S. Fish and Wildlife Service (1996). Yellow-shouldered Blackbird (Agelaius xanthomus) Revised recovery plan. U. F. a. W. Service. Atlanta, Georgia: 77 pp."
"Juniper, T. and M. Parr (1998). Parrots: A guide to the parrots of the world. Haarlem, Netherlands, Ger Meesters Boekprodukties."
"Gnam, R. and A. Burchsted (1991). ""Population estimates for the Bahama parrot on Abaco Island, Bahamas."" Journal of Field Ornithology 62(1): 139-146."
"Baxter, T. (1997). ""The Cayman Islands."" El Pitirre - Society of Caribbean Ornithology 10(3)."
"U.S. Fish and Wildlife Service (1999). Technical/Agency draft revised recovery plan for the Puerto Rican parrot (Amazona vittata). Atlanta, Georgia: 77 pp."
Birdlife International (2006). Species factsheet: Amazona vittata.
"U.S. Fish and Wildlife Service (1997). Puerto Rican Broad-winged hawk and Puerto Rican Sharp-shinned hawk recovery plan. U. S. F. a. W. Service. Atlanta, Georgia: 30pp."
"Taber, A. B. (1991). ""The status and conservation of the Chacoan peccary in Paraguay."" Oryx 25(No. 3.): 147 - 155."
"Massicot, P. (2005, December 3, 2005). ""Animal Info: South Andean Deer."" Animal Info. Retrieved 07/09/06, from http://www.animalinfo.org/species/artiperi/hippbisu.htm."
"Kasnoff, C. (1996). ""Golden Lion Tamarin (Leontopithecus chrysomelas)."" from http://www.bagheera.com/inthewild/van_anim_tamarin.htm."
"Boinski, S., K. Jack, et al. (1998). ""Squirrel monkeys in Costa Rica: drifting to extinction."" Oryx 32(1): 45-58."
"Brooks, D. M., R. E. Bodmer, et al. (1997). Tapirs Status survey and conservation action plan. IUCN/SSC Tapir specialist group."
"Cattan, P. E. and A. A. Glade (1989). ""Management of the Vicuna Vicugna-Vicugna in Chile - Use of a Matrix Model to Assess Harvest Rates."" Biological Conservation 49(2): 131-140."
"Alberts, A. (1999). West Indian Iguanas: Status survey and conservation action plan. I. S. W. I. I. S. Group. Gland, Switzerland and Cambridge, UK, IUCN: 6 + 111pp."
"Baillie, S. R., J. H. Marchant, et al. (2006). Breeding Birds in the Wider Countryside: their conservation status 2005. B. R. R. N. 435."
"Baillie, S. R., H. Q. P. Crick, et al. (2002). ""Breeding birds in the wider countryside: their conservation status 2001."" BTO Research Report No. 278"
"NERC Centre for Population Biology (1999). The Global Populations Dynamics Database. http://cpbnts1.bio.ic.ac.uk/gpdd/, Imperial College,.| Österlöf, S. and B.-O. Stolt (1982). ""Population Trends Indicated by Birds Ringed in Sweden."" Ornis Scandinavica 13(2): 135-140."
"NERC Centre for Population Biology (1999). The Global Populations Dynamics Database. http://cpbnts1.bio.ic.ac.uk/gpdd/, Imperial College,.| Williamson, M. (1983). ""The Land-Bird Community of Skokholm: Ordination and Turnover."" Oikos 41(3): 378-384."
"Svensson, S., M. Svensson, et al. (1999). ""Svensk Fagelatlas (Swedish Bird Atlas)."" Vår Fågelvärld. : 551."
"Van Strien, A. J., J. Pannekoek, et al. (2001). ""Indexing European bird population trends using results of national monitoring schemes: a trial of a new method."" Bird Study 48: 200-213."
"Mooij, J. H. (2000). ""Ergebnisse des Gänsemonitorings in Deutschland und der westlichen Paläarktis von 1950 bis 1995. ."" Vogelwelt. 121: 319-330."
"Wildfowl & Wetlands Trust (2005). Report of the 2004/2005 national census of greenland white-fronted geese in Britain. Greenland white-fronted goose study, WWT: 1-9."
"Scott, D. A. and P. M. Rose (1996). Atlas of Anatidae Populations in Africa and Western Eurasia. Wetlands International Publication No. 41, Wetlands International, Wageningen, The Netherlands, Wetlands International, Marijkeweg 11, 6700 CA Wageningen, The Netherlands. 41: 81 - 84."
"Wesolowski, T. and L. Tomialojc (1997). ""Breeding bird dynamics in a primeval temeperate forest: long-term trends in Bialowieza national Park (Poland)."" Ecography 20: 432-453."
"Green, R. E. (1996). ""The status of Golden Eagle in Britain in 1992."" Bird Study 43: 20-27."
"Birdlife International (1999). Species Action Plan: Lesser Spotted Eagle (Aquila pomarina). European Union Species Action Plan. E. Commision., European Commision."
"Bendt, R. and A. R. (2003). ""Zug und Rast der Ringelgans Branta b. bernicla im Greifswalder bodden. ."" Die Vogelwelt 3: 151-156."
"Clausen, P., J. Madsen, et al. (1998). ""Population development and changes in winter site use by the Svalbard light-bellied brent goose, Branta bernicla hrota 1980-1994."" Biological Conservation 84(2): 157-165."
"WWT, W. W. T. (2005). ""Non-native species: Canada Goose in Great Britain."" Species accounts. from http://www.wwt.org.uk/research/monitoring/non-native.asp."
"Günther, K. and H.-U. Rösner (2000). ""Bestandsentwicklung der im schleswig-holsteinischen Wattenmeer rastenden Wat- und Wasservögel von 1988 bis 1999. ."" Vogelwelt 121: 293-299."
"Anker-Nilssen, T., V. Bakken, et al. (2000). The status of Marine birds breeding in the Barents sea region, Norsk Polarinstitutt: 140."
"Ebbinge, B. S. (1987). ""Welke Factoren bepalen de groote van een ganzen-populatie? (Which factors determine the size of goose population?). ."" De Levende Natuur. Volume 88: Pages 186-193."
"Dereliev, S. (1998). Monitoring of Red-Breasted Geese in Bulgaria in the 1990's. Threatened Waterfowl Specialist Group Bulletin. A. Green. 11."
"Väisänen, R. A., E. Lammi, et al. (1998). Miuuttuva Pesimälinnusto. Helsinki, Otava 1890."
"Gregory, R. D., D. G. Noble, et al. (2001). The state of the UK's Birds 2000. The state of the UK's Birds. B. a. W. RSPB. Sandy, Beds., RSPB, BTO and WWT."
"NERC Centre for Population Biology (1999). The Global Populations Dynamics Database. http://cpbnts1.bio.ic.ac.uk/gpdd/, Imperial College,."
"Potapov, E. R. (1997). ""What determines the population density and reproductive success of rough-legged buzzards, Buteo lagopus, in the Siberian tundra?"" Oikos 78(2): 362-376."
"Rönkä, A., K. Koivula, M. Ojanen, V.-M. Pakanen, M. Pohjoismäki, K. Rannikko and P. Rauhala (2006). ""Increased nest predation in a declining and threatened Temminck's Stint Calidris temminckii population."" Ibis 148: 55-65."
"NERC Centre for Population Biology (1999). The Global Populations Dynamics Database. http://cpbnts1.bio.ic.ac.uk/gpdd/, Imperial College,.| Enemar, A., L. Nilsson, et al. (1984). ""The composition and dynamics of the passerine bird community in a subalpine birch forest, Swedish Lapland. A 20-year study."" Annales Zoologici Fennici. 21(3): 321-338."
"Scherfose, V., P. Boye, et al. (2001). ""The German programme of assistance for the establishment and protection of natural areas and landscapes of national conservation interest: Large-Scale conservation projects and riparian programme. ."" Natur und Landschaft. 76: 389-397."
"The UK Biodiversity Steering Group (1995). Biodiversity: The UK Steering Group Report - Volume II: Action Plans (Annex G - species action plans, habitat action plans and habitat statements). The UK Biodiversity Steering Group."
"Keiss, O. (2003). ""Recent increases in numbers and the future of corncrake Crex crex in Latvia."" Ornis Hungarica 12-13(1-2): 151-156."
"Virkkala, R., T. Alanko, et al. (1993). ""Population contraction of the white-backed woodpecker Dendrocopos leucotos in Finland as a consequence of habitat alteration."" Biological Conservation 66(1): 47-53."
