Class,Order,Family,Genus
Bivalvia,Ostreida,Pinnidae,Atrina
Gastropoda,Littorinimorpha,Cymatiidae,Fusitriton
Cephalopoda,Oegopsida,Onychoteuthidae,Moroteuthopsis
Bivalvia,Pectinida,Pectinidae,Pecten
Bivalvia,Mytilida,Mytilidae,Perna
Cephalopoda,Myopsida,Loliginidae,Sepioteuthis
Cephalopoda,Spirulida,Spirulidae,Spirula
Bivalvia,Ostreida,Ostreidae,Ostrea
Gastropoda,Littorinimorpha,Carinariidae,Cardiapoda
Cephalopoda,Octopoda,Enteroctopodidae,Enteroctopus
Cephalopoda,Octopoda,Alloposidae,Haliphron
Bivalvia,Venerida,Mactridae,Spisula
Bivalvia,Mytilida,Mytilidae,Musculus
Cephalopoda,Oegopsida,Onychoteuthidae,Onykia
Gastropoda,Neogastropoda,Volutidae,Provocator
Gastropoda,Lepetellida,Fissurellidae,Scutus
Cephalopoda,Oegopsida,Octopoteuthidae,Taningia
Cephalopoda,Oegopsida,Cranchiidae,Bathothauma
Cephalopoda,Oegopsida,Brachioteuthidae,Brachioteuthis
Cephalopoda,Oegopsida,Cranchiidae,Cranchia
Cephalopoda,Oegopsida,Enoploteuthidae,Enoploteuthis
Cephalopoda,Sepiolida,Sepiolidae,Euprymna
Cephalopoda,Oegopsida,Cranchiidae,Helicocranchia
Cephalopoda,Sepiolida,Sepiolidae,Heteroteuthis
Cephalopoda,Oegopsida,Histioteuthidae,Histioteuthis
Cephalopoda,Oegopsida,Cranchiidae,Leachia
Cephalopoda,Oegopsida,Cranchiidae,Liocranchia
Cephalopoda,Oegopsida,Lycoteuthidae,Lycoteuthis
Cephalopoda,Oegopsida,Mastigoteuthidae,Mastigopsis
Cephalopoda,Oegopsida,Cranchiidae,Megalocranchia
Cephalopoda,Oegopsida,Cranchiidae,Teuthowenia
Cephalopoda,Oegopsida,Ommastrephidae,Nototodarus
Cephalopoda,Octopoda,Ocythoidae,Ocythoe
Cephalopoda,Oegopsida,Onychoteuthidae,Onychoteuthis
Cephalopoda,Oegopsida,Pyroteuthidae,Pterygioteuthis
Cephalopoda,Oegopsida,Pyroteuthidae,Pyroteuthis
Cephalopoda,Oegopsida,Cranchiidae,Sandalops
Cephalopoda,Oegopsida,Cranchiidae,Taonius
Cephalopoda,Oegopsida,Ommastrephidae,Todarodes
Cephalopoda,Octopoda,Tremoctopodidae,Tremoctopus
Cephalopoda,Myopsida,Loliginidae,Doryteuthis
Bivalvia,Carditida,Astartidae,Astarte
Bivalvia,Carditida,Carditidae,Cyclocardia
Bivalvia,Mytilida,Modiolidae,Modiolus
Bivalvia,Mytilida,Mytilidae,Mytilus
Bivalvia,Venerida,Veneridae,Agriopoma
Bivalvia,Pectinida,Pectinidae,Placopecten
Bivalvia,Venerida,Arcticidae,Arctica
Gastropoda,Neogastropoda,Buccinidae,Buccinum
Bivalvia,Pectinida,Pectinidae,Chlamys
Bivalvia,Venerida,Veneridae,Mercenaria
Gastropoda,Neogastropoda,Buccinidae,Neptunea
Gastropoda,Littorinimorpha,Naticidae,Euspira
Cephalopoda,Oegopsida,Ommastrephidae,Illex
Bivalvia,Nuculida,Nuculidae,Acila
Cephalopoda,Octopoda,Enteroctopodidae,Muusoctopus
Cephalopoda,Oegopsida,Gonatidae,Berryteuthis
Bivalvia,Venerida,Veneridae,Compsomyax
Bivalvia,Lucinida,Thyasiridae,Conchocele
Bivalvia,NA,Lyonsiidae,Entodesma
Gastropoda,Littorinimorpha,Naticidae,Neverita
Cephalopoda,Oegopsida,Gonatidae,Gonatus
Cephalopoda,Octopoda,Amphitretidae,Japetella
Bivalvia,Lucinida,Lucinidae,Lucinoma
Bivalvia,Cardiida,Tellinidae,Macoma
Bivalvia,Nuculanida,Yoldiidae,Megayoldia
Bivalvia,Myida,Myidae,Mya
Cephalopoda,Octopoda,Octopodidae,Octopus
Bivalvia,NA,Pandoridae,Pandora
Cephalopoda,Sepiolida,Sepiolidae,Rossia
Bivalvia,Solemyida,Solemyidae,Petrasma
Bivalvia,Nuculanida,Yoldiidae,Yoldia
Cephalopoda,Oegopsida,Enoploteuthidae,Abraliopsis
Bivalvia,Cardiida,Semelidae,Abra
Gastropoda,Neogastropoda,Muricidae,Acanthinucella
Bivalvia,Cardiida,Cardiidae,Acanthocardia
Polyplacophora,Chitonida,Acanthochitonidae,Acanthochitona
Gastropoda,Doridida,Acanthodorididae,Acanthodoris
Gastropoda,Caenogastropoda incertae sedis,Turritellidae,Tachyrhynchus
Gastropoda,Littorinimorpha,Littorinidae,Littorina
Gastropoda,Neogastropoda,Muricidae,Nucella
Gastropoda,Patellida,Patellidae,Patella
Gastropoda,Nacellida,Lottiidae,Tectura
Gastropoda,Cephalaspidea,Eoscaphandridae,Cylichnoides
Bivalvia,Nuculanida,Yoldiidae,Portlandia
Gastropoda,Trochida,Margaritesidae,Margarites
Gastropoda,Littorinimorpha,Eulimidae,Aclis
Gastropoda,Nacellida,Eoacmaeidae,Eoacmaea
Bivalvia,Cardiida,Cardiidae,Vasticardium
Bivalvia,Cardiida,Cardiidae,Acrosterigma
Gastropoda,Cephalaspidea,Cylichnidae,Cylichnella
Gastropoda,Cephalaspidea,Tornatinidae,Acteocina
Gastropoda,Cephalaspidea,Cylichnidae,Truncacteocina
Gastropoda,NA,Acteonidae,Japonactaeon
Gastropoda,NA,Acteonidae,Acteon
Gastropoda,Littorinimorpha,Littorinidae,Melarhaphe
Gastropoda,Trochida,Trochidae,Steromphala
Gastropoda,Doridida,Onchidorididae,Adalaria
Gastropoda,Neogastropoda,Cancellariidae,Admete
Gastropoda,Cephalaspidea,Cylichnidae,Cylichna
Bivalvia,Lucinida,Thyasiridae,Adontorhina
Bivalvia,Nuculanida,Nuculanidae,Adrana
Gastropoda,Doridida,Aegiridae,Aegires
Gastropoda,Nudibranchia,Aeolidiidae,Aeolidia
Gastropoda,Nudibranchia,Aeolidiidae,Aeolidiella
Bivalvia,Pectinida,Pectinidae,Aequipecten
Gastropoda,Neogastropoda,Columbellidae,Aesopus
Gastropoda,Neogastropoda,Mangeliidae,Agathotoma
Gastropoda,Cephalaspidea,Aglajidae,Aglaja
Gastropoda,Cephalaspidea,Laonidae,Retusophiline
Gastropoda,Neogastropoda,Ancillariidae,Alocospira
Gastropoda,Aplysiida,Akeridae,Akera
Gastropoda,Caenogastropoda incertae sedis,Litiopidae,Alaba
Gastropoda,NA,Limapontiidae,Alderia
Gastropoda,Doridida,Cadlinidae,Aldisa
Gastropoda,Neogastropoda,Columbellidae,Alia
Gastropoda,Neogastropoda,Columbellidae,Mitrella
Bivalvia,Galeommatida,Lasaeidae,Kelliopsis
Cephalopoda,Myopsida,Loliginidae,Alloteuthis
Gastropoda,Littorinimorpha,Rissoidae,Alvania
Gastropoda,Littorinimorpha,Rissoidae,Frigidoalvania
Gastropoda,Littorinimorpha,Rissoidae,Benthonellania
Gastropoda,Littorinimorpha,Rissoidae,Crisilla
Gastropoda,Caenogastropoda incertae sedis,Epitoniidae,Amaea
Gastropoda,Littorinimorpha,Naticidae,Amauropsis
Bivalvia,Cardiida,Cardiidae,Americardia
Gastropoda,NA,Omalogyridae,Ammonicera
Gastropoda,Neogastropoda,Volutidae,Amoria
Bivalvia,Nuculanida,Yoldiidae,Yoldiella
Gastropoda,Cephalaspidea,Retusidae,Retusa
Bivalvia,Nuculida,Nuculidae,Ennucula
Gastropoda,Nacellida,Lottiidae,Testudinalia
Gastropoda,Neogastropoda,Columbellidae,Amphissa
Gastropoda,Littorinimorpha,Anabathridae,Amphithalamus
Bivalvia,Pectinida,Pectinidae,Ylistrum
Bivalvia,Pectinida,Pectinidae,Amusium
Bivalvia,Mytilida,Mytilidae,Arcuatula
Bivalvia,Mytilida,Mytilidae,Amygdalum
Gastropoda,Neogastropoda,Columbellidae,Costoanachis
Gastropoda,Neogastropoda,Columbellidae,Cotonopsis
Gastropoda,Neogastropoda,Columbellidae,Suturoglypta
Gastropoda,Neogastropoda,Columbellidae,Parvanachis
Gastropoda,Neogastropoda,Columbellidae,Falsuszafrona
Bivalvia,Arcida,Arcidae,Anadara
Bivalvia,Arcida,Arcidae,Mabellarca
Bivalvia,Arcida,Arcidae,Lunarca
Bivalvia,Venerida,Anatinellidae,Anatina
Gastropoda,Lepetellida,Anatomidae,Anatoma
Gastropoda,Neogastropoda,Ancillariidae,Ancillista
Gastropoda,Doridida,Goniodorididae,Ancula
Gastropoda,Trochida,Angariidae,Angaria
Bivalvia,Cardiida,Tellinidae,Bosemprella
Bivalvia,Cardiida,Tellinidae,Macomangulus
Bivalvia,Pectinida,Pectinidae,Annachlamys
Bivalvia,Lucinida,Lucinidae,Anodontia
Bivalvia,Venerida,Veneridae,Anomalocardia
Bivalvia,Pectinida,Anomiidae,Anomia
Bivalvia,Pectinida,Anomiidae,Heteranomia
Scaphopoda,Dentaliida,Dentaliidae,Antalis
Bivalvia,Venerida,Veneridae,Antigona
Gastropoda,Neogastropoda,Nassariidae,Antillophos
Gastropoda,Aplysiida,Aplysiidae,Aplysia
Gastropoda,NA,Hermaeidae,Aplysiopsis
Gastropoda,Littorinimorpha,Aporrhaidae,Aporrhais
Bivalvia,Arcida,Arcidae,Lamarcka
Bivalvia,Arcida,Arcidae,Arca
Bivalvia,Arcida,Arcidae,Tetrarca
Gastropoda,Doridida,Dorididae,Doris
Gastropoda,NA,Architectonicidae,Architectonica
Bivalvia,Venerida,Chamidae,Arcinella
Bivalvia,Cardiida,Tellinidae,Arcopagia
Bivalvia,Arcida,Noetiidae,Arcopsis
Gastropoda,Trochida,Areneidae,Arene
Bivalvia,Galeommatida,Lasaeidae,Kurtiella
Bivalvia,Pectinida,Pectinidae,Argopecten
Bivalvia,Cardiida,Cardiidae,Ciliatocardium
Bivalvia,Nuculanida,Nuculanidae,Nuculana
Gastropoda,Nudibranchia,Arminidae,Armina
Gastropoda,Littorinimorpha,Rissoidae,Boreocingula
Bivalvia,Lucinida,Thyasiridae,Thyasira
Bivalvia,Cardiida,Psammobiidae,Asaphis
Gastropoda,Neogastropoda,Mangeliidae,Curtitoma
Gastropoda,NA,Volvatellidae,Ascobulla
Gastropoda,Littorinimorpha,Littorinidae,Lacuna
Gastropoda,Littorinimorpha,Assimineidae,Angustassiminea
Gastropoda,Littorinimorpha,Assimineidae,Assiminea
Gastropoda,Trochida,Calliostomatidae,Astele
Bivalvia,NA,Thraciidae,Asthenothaerus
Gastropoda,Trochida,Turbinidae,Lithopoma
Gastropoda,Neogastropoda,Columbellidae,Astyris
Gastropoda,Littorinimorpha,Eulimidae,Oceanida
Gastropoda,Cephalaspidea,Haminoeidae,Aliculastrum
Gastropoda,Cephalaspidea,Haminoeidae,Atys
Gastropoda,Ellobiida,Ellobiidae,Leucophytia
Bivalvia,Galeommatida,Galeommatidae,Axinodon
Bivalvia,Lucinida,Thyasiridae,Axinopsida
Bivalvia,Lucinida,Thyasiridae,Axinulus
Gastropoda,Neogastropoda,Mangeliidae,Bactrocythara
Gastropoda,Littorinimorpha,Eulimidae,Melanella
Bivalvia,Myida,Teredinidae,Bankia
Bivalvia,Arcida,Arcidae,Barbatia
Gastropoda,Littorinimorpha,Barleeiidae,Barleeia
Bivalvia,Myida,Pholadidae,Barnea
Bivalvia,Arcida,Arcidae,Bathyarca
Gastropoda,Neogastropoda,Drilliidae,Bellaspira
Gastropoda,NA,Murchisonellidae,Murchisonella
Gastropoda,Pleurobranchida,Pleurobranchidae,Berthella
Gastropoda,Littorinimorpha,Cymatiidae,Gyrineum
Gastropoda,Caenogastropoda incertae sedis,Cerithiidae,Bittiolum
Gastropoda,Caenogastropoda incertae sedis,Cerithiidae,Bittium
Gastropoda,Trochida,Turbinidae,Bolma
Gastropoda,NA,Pyramidellidae,Boonea
Gastropoda,Nudibranchia,Bornellidae,Bornella
Bivalvia,Mytilida,Mytilidae,Brachidontes
Gastropoda,Neogastropoda,Mangeliidae,Brachycythara
Bivalvia,NA,Lyonsiidae,Lyonsia
Gastropoda,NA,Pyramidellidae,Brachystomia
Gastropoda,Littorinimorpha,Bursidae,Bufonaria
Gastropoda,Cephalaspidea,Bullidae,Bulla
Gastropoda,Littorinimorpha,Bursidae,Dulcerana
Bivalvia,NA,Thraciidae,Bushia
Gastropoda,Neogastropoda,Busyconidae,Busycotypus
Gastropoda,Neogastropoda,Busyconidae,Busycon
Gastropoda,Neogastropoda,Busyconidae,Fulguropsis
Bivalvia,NA,Thraciidae,Thracia
Gastropoda,Doridida,Cadlinidae,Cadlina
Scaphopoda,Gadilida,Gadilidae,Gadila
Scaphopoda,Gadilida,Gadilidae,Cadulus
Scaphopoda,Gadilida,Gadilidae,Polyschides
Gastropoda,Littorinimorpha,Caecidae,Caecum
Gastropoda,Littorinimorpha,Caecidae,Meioceras
Gastropoda,Trochida,Calliostomatidae,Calliostoma
Bivalvia,Venerida,Veneridae,Callista
Polyplacophora,Callochitonida,Callochitonidae,Callochiton
Gastropoda,Littorinimorpha,Skeneopsidae,Skeneopsis
Gastropoda,Nudibranchia,Facelinidae,Caloria
Gastropoda,Neogastropoda,Muricidae,Calotrophon
Gastropoda,Trochida,Trochidae,Calthalotia
Gastropoda,Littorinimorpha,Calyptraeidae,Calyptraea
Gastropoda,Neogastropoda,Cancellariidae,Cancellaria
Gastropoda,Neogastropoda,Mitridae,Domiporta
Gastropoda,Neogastropoda,Pisaniidae,Solenosteira
Gastropoda,Trochida,Solariellidae,Solariella
Gastropoda,Littorinimorpha,Capulidae,Capulus
Polyplacophora,Chitonida,Tonicellidae,Lepidochitona
Bivalvia,NA,Cuspidariidae,Cardiomya
Bivalvia,Carditida,Carditidae,Cardita
Bivalvia,Carditida,Carditidae,Cardites
Bivalvia,Carditida,Condylocardiidae,Carditellona
Gastropoda,NA,Pyramidellidae,Bacteridium
Bivalvia,Myida,Corbulidae,Caryocorbula
Gastropoda,Littorinimorpha,Cassidae,Casmaria
Gastropoda,Nudibranchia,Trinchesiidae,Catriona
Bivalvia,Cardiida,Cardiidae,Cerastoderma
Bivalvia,Cardiida,Cardiidae,Parvicardium
Gastropoda,Littorinimorpha,Iravadiidae,Ceratia
Gastropoda,Doridida,Chromodorididae,Ceratosoma
Gastropoda,Caenogastropoda incertae sedis,Potamididae,Cerithideopsis
Gastropoda,Caenogastropoda incertae sedis,Cerithiopsidae,Cerithiopsis
Gastropoda,Caenogastropoda incertae sedis,Cerithiidae,Varicopeza
Gastropoda,Caenogastropoda incertae sedis,Newtoniellidae,Retilaskeya
Gastropoda,Caenogastropoda incertae sedis,Cerithiidae,Cerithium
Gastropoda,Neogastropoda,Drilliidae,Cerodrillia
Caudofoveata,Chaetodermatida,Chaetodermatidae,Chaetoderma
Polyplacophora,Chitonida,Chaetopleuridae,Chaetopleura
Bivalvia,Venerida,Chamidae,Chama
Bivalvia,Venerida,Veneridae,Chamelea
Gastropoda,Neogastropoda,Chauvetiidae,Chauvetia
Gastropoda,Neogastropoda,Muricidae,Chicomurex
Gastropoda,Neogastropoda,Muricidae,Chicoreus
Bivalvia,Venerida,Veneridae,Chione
Bivalvia,Venerida,Veneridae,Chioneryx
Bivalvia,Venerida,Veneridae,Chionopsis
Bivalvia,Venerida,Veneridae,Lirophora
Polyplacophora,Chitonida,Chitonidae,Chiton
Bivalvia,Pectinida,Pectinidae,Talochlamys
Bivalvia,Pectinida,Pectinidae,Mimachlamys
Bivalvia,Galeommatida,Lasaeidae,Lasaea
Bivalvia,Mytilida,Mytilidae,Dacrydium
Gastropoda,NA,Pyramidellidae,Parthenina
Gastropoda,NA,Cimidae,Cima
Gastropoda,Littorinimorpha,Rissoidae,Cingula
Bivalvia,Venerida,Veneridae,Circe
Bivalvia,Venerida,Veneridae,Redicirce
Bivalvia,Venerida,Veneridae,Venus
Gastropoda,Littorinimorpha,Vitrinellidae,Circulus
Gastropoda,Caenogastropoda incertae sedis,Epitoniidae,Cirsotrema
Bivalvia,Venerida,Veneridae,Clausinella
Bivalvia,NA,Clavagellidae,Dianadema
Gastropoda,Neogastropoda,Drilliidae,Clavus
Bivalvia,Cardiida,Cardiidae,Keenocardium
Bivalvia,Cardiida,Cardiidae,Clinocardium
Gastropoda,Littorinimorpha,Tornidae,Cochliolepis
Bivalvia,NA,Periplomatidae,Cochlodesma
Bivalvia,Lucinida,Lucinidae,Clathrolucina
Bivalvia,Lucinida,Lucinidae,Codakia
Bivalvia,Lucinida,Lucinidae,Ctena
Bivalvia,Lucinida,Lucinidae,Parvilucina
Gastropoda,Cephalaspidea,Colpodaspididae,Colpodaspis
Gastropoda,Neogastropoda,Colubrariidae,Colubraria
Gastropoda,Neogastropoda,Columbellidae,Columbella
Gastropoda,Neogastropoda,Colidae,Colus
Gastropoda,Neogastropoda,Buccinidae,Latisipho
Scaphopoda,Gadilida,Gadilida incertae sedis,Compressidens
Bivalvia,Pectinida,Pectinidae,Decatopecten
Gastropoda,Neogastropoda,Conidae,Conasprella
Gastropoda,Neogastropoda,Conidae,Conus
Bivalvia,Venerida,Veneridae,Cooperella
Gastropoda,Neogastropoda,Muricidae,Coralliophila
Bivalvia,Myida,Corbulidae,Juliacorbula
Bivalvia,Myida,Corbulidae,Corbula
Bivalvia,Myida,Corbulidae,Varicorbula
Gastropoda,Nudibranchia,Flabellinidae,Coryphella
Gastropoda,Neogastropoda,Columbellidae,Cosmioconcha
Bivalvia,Pectinida,Propeamussiidae,Similipecten
Bivalvia,Carditida,Crassatellidae,Crassinella
Gastropoda,Neogastropoda,Pseudomelatomidae,Pilsbryspira
Gastropoda,Neogastropoda,Pseudomelatomidae,Pyrgospira
Bivalvia,Ostreida,Ostreidae,Magallana
Bivalvia,Ostreida,Ostreidae,Crassostrea
Gastropoda,Nudibranchia,Facelinidae,Cratena
Bivalvia,Mytilida,Mytilidae,Crenella
Bivalvia,Mytilida,Mytilidae,Solamen
Gastropoda,Littorinimorpha,Calyptraeidae,Bostrycapulus
Gastropoda,Littorinimorpha,Calyptraeidae,Crepidula
Gastropoda,Littorinimorpha,Calyptraeidae,Crepipatella
Gastropoda,Doridida,Polyceridae,Crimora
Gastropoda,Neogastropoda,Clathurellidae,Crockerella
Gastropoda,Neogastropoda,Muricidae,Ergalatax
Gastropoda,Neogastropoda,Mangeliidae,Cryoturris
Gastropoda,Neogastropoda,Mangeliidae,Tenaturris
Gastropoda,Nacellida,Lepetidae,Lepeta
Bivalvia,Myida,Myidae,Cryptomya
Gastropoda,Littorinimorpha,Naticidae,Cryptonatica
Bivalvia,Myida,Pholadidae,Cyrtopleura
Bivalvia,Cardiida,Cardiidae,Ctenocardia
Bivalvia,Limida,Limidae,Ctenoides
Bivalvia,Arcida,Cucullaeidae,Cucullaea
Bivalvia,Cardiida,Semelidae,Cumingia
Bivalvia,Carditida,Carditidae,Goniocuna
Bivalvia,NA,Cuspidariidae,Tropidomya
Bivalvia,NA,Cuspidariidae,Cuspidaria
Gastropoda,Nudibranchia,Trinchesiidae,Trinchesia
Gastropoda,Nudibranchia,Trinchesiidae,Rubramoena
Gastropoda,Nudibranchia,Cuthonellidae,Cuthonella
Gastropoda,Nudibranchia,Cuthonidae,Cuthona
Gastropoda,Nudibranchia,Trinchesiidae,Zelentia
Gastropoda,Nudibranchia,Trinchesiidae,Diaphoreolis
Gastropoda,Pteropoda,Cuvierinidae,Cuvierina
Bivalvia,NA,Thraciidae,Cyathodonta
Bivalvia,Venerida,Veneridae,Cyclinella
Bivalvia,Carditida,Carditidae,Coanicardita
Bivalvia,Pectinida,Propeamussiidae,Parvamussium
Bivalvia,Pectinida,Propeamussiidae,Cyclopecten
Gastropoda,Trochida,Liotiidae,Cyclostrema
Gastropoda,Trochida,Skeneidae,Skenea
Gastropoda,Littorinimorpha,Tornidae,Cyclostremiscus
Gastropoda,Cephalaspidea,Philinidae,Praephiline
Gastropoda,NA,Cylindrobullidae,Cylindrobulla
Gastropoda,Littorinimorpha,Cymatiidae,Ranularia
Gastropoda,Littorinimorpha,Cymatiidae,Monoplex
Gastropoda,Littorinimorpha,Cymatiidae,Reticutriton
Bivalvia,Cardiida,Tellinidae,Cymatoica
Gastropoda,Neogastropoda,Volutidae,Cymbiola
Gastropoda,Littorinimorpha,Cypraeidae,Talostolida
Gastropoda,Littorinimorpha,Cypraeidae,Lyncina
Gastropoda,Littorinimorpha,Cypraeidae,Erronea
Gastropoda,Littorinimorpha,Cypraeidae,Ovatipsa
Gastropoda,Littorinimorpha,Cypraeidae,Naria
Gastropoda,Littorinimorpha,Cypraeidae,Cypraea
Gastropoda,Littorinimorpha,Cypraeidae,Palmadusta
Gastropoda,Littorinimorpha,Cypraeidae,Palmulacypraea
Gastropoda,Littorinimorpha,Cypraeidae,Staphylaea
Gastropoda,Littorinimorpha,Cypraeidae,Talparia
Gastropoda,Littorinimorpha,Cypraeidae,Contradusta
Bivalvia,Venerida,Cyrenoididae,Cyrenoida
Bivalvia,Adapedonta,Hiatellidae,Hiatella
Bivalvia,NA,Lyonsiellidae,Policordia
Gastropoda,Neogastropoda,Raphitomidae,Rimosodaphnella
Bivalvia,Pectinida,Pectinidae,Delectopecten
Bivalvia,Ostreida,Ostreidae,Dendostrea
Gastropoda,Nudibranchia,Dendronotidae,Dendronotus
Scaphopoda,Dentaliida,Dentaliidae,Paradentalium
Scaphopoda,Dentaliida,Dentaliidae,Coccodentalium
Scaphopoda,Dentaliida,Dentaliidae,Dentalium
Gastropoda,Neogastropoda,Marginellidae,Dentimargo
Bivalvia,Galeommatida,Lasaeidae,Devonia
Gastropoda,Lepetellida,Fissurellidae,Diodora
Gastropoda,Caenogastropoda incertae sedis,Dialidae,Diala
Gastropoda,Cephalaspidea,Diaphanidae,Diaphana
Gastropoda,Doridida,Calycidorididae,Diaphorodoris
Gastropoda,Trochida,Skeneidae,Didianema
Gastropoda,Trochida,Skeneidae,Dikoleps
Bivalvia,Venerida,Ungulinidae,Zemysina
Bivalvia,Venerida,Ungulinidae,Diplodonta
Bivalvia,Venerida,Ungulinidae,Phlyctiderma
Bivalvia,Venerida,Ungulinidae,Felaniella
Bivalvia,Venerida,Ungulinidae,Foveamysia
Bivalvia,Myida,Pholadidae,Diplothyra
Gastropoda,Nudibranchia,Dironidae,Dirona
Gastropoda,Littorinimorpha,Personidae,Distorsio
Bivalvia,Lucinida,Lucinidae,Divalinga
Gastropoda,Aplysiida,Aplysiidae,Dolabella
Bivalvia,Cardiida,Donacidae,Donax
Gastropoda,Doridida,Corambidae,Corambe
Gastropoda,Doridida,Dendrodorididae,Cariopsilla
Bivalvia,Venerida,Veneridae,Dosinia
Gastropoda,Nudibranchia,Dotidae,Doto
Bivalvia,Myida,Dreissenidae,Dreissena
Gastropoda,Neogastropoda,Drilliidae,Clathrodrillia
Gastropoda,Littorinimorpha,Cingulopsidae,Eatonina
Gastropoda,NA,Murchisonellidae,Ebala
Gastropoda,Caenogastropoda incertae sedis,Epitoniidae,Eglisia
Bivalvia,Ostreida,Vulsellidae,Electroma
Bivalvia,Ostreida,Pteriidae,Pterelectroma
Cephalopoda,Octopoda,Eledonidae,Eledone
Solenogastres,NA,Pruvotinidae,Eleutheromenia
Gastropoda,NA,Plakobranchidae,Elysia
Gastropoda,Lepetellida,Fissurellidae,Emarginula
Gastropoda,Nudibranchia,Embletoniidae,Embletonia
Gastropoda,Neogastropoda,Pisaniidae,Engina
Gastropoda,Neogastropoda,Nassariidae,Engoniophos
Bivalvia,Adapedonta,Pharidae,Ensiculus
Bivalvia,Adapedonta,Pharidae,Ensis
Bivalvia,Galeommatida,Lasaeidae,Epilepton
Bivalvia,Lucinida,Lucinidae,Epilucina
Gastropoda,Littorinimorpha,Tornidae,Episcynia
Gastropoda,Caenogastropoda incertae sedis,Epitoniidae,Epitonium
Gastropoda,Caenogastropoda incertae sedis,Epitoniidae,Cycloscala
Gastropoda,Caenogastropoda incertae sedis,Epitoniidae,Boreoscala
Gastropoda,Caenogastropoda incertae sedis,Epitoniidae,Gyroscala
Gastropoda,Littorinimorpha,Eratoidae,Archierato
Gastropoda,Littorinimorpha,Eratoidae,Erato
Bivalvia,Cardiida,Semelidae,Ervilia
Gastropoda,Trochida,Trochidae,Ethalia
Gastropoda,Nudibranchia,Eubranchidae,Eubranchus
Gastropoda,Nudibranchia,Eubranchidae,Amphorina
Gastropoda,Seguenziida,Chilodontidae,Euchelus
Gastropoda,Neogastropoda,Mangeliidae,Propebela
Bivalvia,Carditida,Crassatellidae,Kalolophus
Gastropoda,NA,Pyramidellidae,Eulimastoma
Gastropoda,NA,Pyramidellidae,Eulimella
Gastropoda,Littorinimorpha,Eulimidae,Microeulima
Gastropoda,Trochida,Phasianellidae,Eulithidium
Gastropoda,Neogastropoda,Muricidae,Eupleura
Gastropoda,Littorinimorpha,Naticidae,Glossaulax
Gastropoda,Littorinimorpha,Naticidae,Polinices
Bivalvia,Pectinida,Pectinidae,Leopecten
Bivalvia,Cardiida,Tellinidae,Fabulina
Gastropoda,Nudibranchia,Facelinidae,Facelina
Caudofoveata,Chaetodermatida,Chaetodermatidae,Falcidens
Gastropoda,NA,Pyramidellidae,Fargoa
Gastropoda,Neogastropoda,Fasciolariidae,Cinctura
Gastropoda,Neogastropoda,Muricidae,Favartia
Gastropoda,Nudibranchia,Facelinidae,Favorinus
Gastropoda,Caenogastropoda incertae sedis,Scaliolidae,Finella
Gastropoda,Nudibranchia,Fionidae,Fiona
Gastropoda,Nudibranchia,Flabellinidae,Edmundsella
Gastropoda,Nudibranchia,Flabellinidae,Carronella
Gastropoda,Trochida,Skeneidae,Haplocochlias
Bivalvia,Cardiida,Cardiidae,Lunulicardia
Bivalvia,Cardiida,Cardiidae,Fulvia
Caudofoveata,Chaetodermatida,Chaetodermatidae,Furcillidens
Gastropoda,Neogastropoda,Fasciolariidae,Fusinus
Gastropoda,Neogastropoda,Fasciolariidae,Hesperaptyxis
Gastropoda,Trochida,Phasianellidae,Gabrielona
Bivalvia,Cardiida,Psammobiidae,Gari
Bivalvia,Gastrochaenida,Gastrochaenidae,Rocellaria
Bivalvia,Gastrochaenida,Gastrochaenidae,Lamychaena
Gastropoda,Cephalaspidea,Gastropteridae,Gastropteron
Gastropoda,Doridida,Discodorididae,Geitodoris
Bivalvia,Venerida,Veneridae,Gemma
Bivalvia,Mytilida,Mytilidae,Geukensia
Gastropoda,Neogastropoda,Cystiscidae,Gibberula
Gastropoda,Trochida,Trochidae,Gibbula
Bivalvia,Carditida,Carditidae,Glans
Bivalvia,Venerida,Veneridae,Globivenus
Bivalvia,Pectinida,Pectinidae,Gloripallium
Gastropoda,Doridida,Chromodorididae,Doriprismatica
Bivalvia,Venerida,Glossidae,Glossus
Bivalvia,Venerida,Glossidae,Meiocardia
Bivalvia,Arcida,Glycymerididae,Glycymeris
Bivalvia,Arcida,Glycymerididae,Tucetona
Gastropoda,Doridida,Goniodorididae,Goniodoris
Bivalvia,Carditida,Astartidae,Goodallia
Bivalvia,Venerida,Veneridae,Gouldia
Cephalopoda,Octopoda,Megaleledonidae,Graneledone
Bivalvia,Venerida,Veneridae,Granicorium
Gastropoda,Neogastropoda,Granulinidae,Granulina
Gastropoda,NA,Cimidae,Graphis
Scaphopoda,Dentaliida,Dentaliidae,Graptacme
Bivalvia,Mytilida,Mytilidae,Gregariella
Gastropoda,Doridida,Polyceridae,Polycera
Gastropoda,Neogastropoda,Horaiclavidae,Haedropleura
Gastropoda,Doridida,Discodorididae,Halgerda
Gastropoda,Littorinimorpha,Naticidae,Haliotinella
Gastropoda,Lepetellida,Haliotidae,Haliotis
Gastropoda,Trochida,Trochidae,Halistylus
Gastropoda,Cephalaspidea,Haminoeidae,Haminoea
Gastropoda,Cephalaspidea,Haminoeidae,Haminella
Polyplacophora,Lepidopleurida,Hanleyidae,Hanleya
