ID,Year,Date,Season,River,Creek,Bout,Distance,DOMGL,Salinity,TempC,Catch,CPUE,test.total
15TRANSRB133,15,2019-05-29,TRANS,RB,13,3,75,5.92,1.7,29.8,147,197,44
15TRANSRB81,15,2019-01-21,TRANS,RB,8,1,68,5.46,0.3,16.6,50,73,37
15TRANSRB81,15,2019-03-25,TRANS,RB,8,1,67,4.44,0.4,22.4,50,75,29
15TRANSRB81,15,2019-05-28,TRANS,RB,8,1,83,7.82,0.8,30.2,50,61,35
15TRANSRB82,15,2019-01-21,TRANS,RB,8,2,98,5.32,0.3,16.4,51,52,31
15TRANSRB82,15,2019-03-25,TRANS,RB,8,2,103,4.52,0.3,22.5,51,50,35
15TRANSRB82,15,2019-05-28,TRANS,RB,8,2,68,8.04,0.7,29.7,51,75,43
15TRANSRB83,15,2019-01-21,TRANS,RB,8,3,121,5.8,0.3,16.2,39,32,35
15TRANSRB83,15,2019-03-25,TRANS,RB,8,3,112,4.33,0.3,22.6,39,35,25
15TRANSRB83,15,2019-05-29,TRANS,RB,8,3,85,5.41,0.9,28.1,39,46,20
15TRANSRB91,15,2019-01-22,TRANS,RB,9,1,91,5.39,0.3,15.2,119,131,76
15TRANSRB91,15,2019-03-24,TRANS,RB,9,1,67,4.04,0.3,20.5,119,178,141
15TRANSRB91,15,2019-05-28,TRANS,RB,9,1,68,6,0.6,28.7,119,174,103
15TRANSRB92,15,2019-01-22,TRANS,RB,9,2,91,5.76,0.3,15.3,74,81,32
15TRANSRB92,15,2019-03-24,TRANS,RB,9,2,70,3.86,0.3,21.3,74,106,48
15TRANSRB92,15,2019-05-28,TRANS,RB,9,2,94,5.6,0.6,28.7,74,79,46
15TRANSRB93,15,2019-01-22,TRANS,RB,9,3,71,5.5,0.3,15.3,79,111,48
15TRANSRB93,15,2019-03-24,TRANS,RB,9,3,86,4.23,0.3,21.7,79,92,66
15TRANSRB93,15,2019-05-28,TRANS,RB,9,3,86,5.55,0.6,28.8,79,92,52
15WETRB102,15,2018-12-10,WET,RB,10,2,97,NA,0.3,22.2,12,12,14
15WETRB103,15,2018-12-10,WET,RB,10,3,100,NA,0.3,22,26,26,41
15WETRB111,15,2018-12-10,WET,RB,11,1,97,NA,0.2,21.9,6,6,5
15WETRB112,15,2018-12-10,WET,RB,11,2,89,NA,0.2,21.8,12,13,10
15WETRB113,15,2018-12-10,WET,RB,11,3,67,NA,0.2,21.7,31,46,33
15WETRB122,15,2018-12-13,WET,RB,12,2,65,NA,0.4,17.3,36,55,34
15WETRB123,15,2018-12-13,WET,RB,12,3,101,NA,0.3,17.2,7,7,6
15WETRB131,15,2018-12-12,WET,RB,13,1,101,NA,0.3,16.8,54,53,63
15WETRB132,15,2018-12-12,WET,RB,13,2,116,NA,0.3,17.2,39,34,41
15WETRB141,15,2018-12-12,WET,RB,14,1,89,NA,0.3,18.6,17,19,26
15WETRB143,15,2018-12-12,WET,RB,14,3,73,NA,0.3,18,13,18,4
15WETRB151,15,2018-12-13,WET,RB,15,1,99,NA,0.5,19.2,6,6,11
15WETRB152,15,2018-12-13,WET,RB,15,2,111,NA,0.5,19.3,6,5,5
15WETRB161,15,2018-12-13,WET,RB,16,1,105,NA,0.9,17.6,9,9,8
15WETRB162,15,2018-12-13,WET,RB,16,2,107,NA,0.9,17.5,1,1,0
15WETRB163,15,2018-12-13,WET,RB,16,3,101,NA,0.7,17.1,5,5,2
15WETRB181,15,2018-12-12,WET,RB,18,1,85,NA,0.3,17.2,20,23,35
15WETRB182,15,2018-12-12,WET,RB,18,2,77,NA,0.3,17.2,62,81,8
15WETRB183,15,2018-12-12,WET,RB,18,3,86,NA,0.3,17.3,27,31,48
15WETRB71,15,2018-12-12,WET,RB,7,1,116,NA,0.6,17.1,6,5,9
15WETRB72,15,2018-12-12,WET,RB,7,2,113,NA,0.5,17,7,6,3
15WETRB73,15,2018-12-12,WET,RB,7,3,106,NA,0.4,17.1,18,17,21
15WETRB81,15,2018-12-10,WET,RB,8,1,119,NA,0.3,22.1,10,8,14
15WETRB83,15,2018-12-10,WET,RB,8,3,73,NA,0.3,22.1,6,8,10
15WETRB91,15,2018-12-10,WET,RB,9,1,109,NA,0.3,21.8,10,9,7
15WETRB92,15,2018-12-10,WET,RB,9,2,107,NA,0.3,21.9,6,6,5
15WETRB93,15,2018-12-10,WET,RB,9,3,107,NA,0.3,21.9,22,21,33
15WETTB11,15,2018-12-11,WET,TB,1,1,70,NA,2.3,21.5,18,26,10
15WETTB12,15,2018-12-11,WET,TB,1,2,111,NA,2.4,20.4,21,19,8
15WETTB13,15,2018-12-11,WET,TB,1,3,80,NA,2.4,20.1,16,20,6
15WETTB21,15,2018-12-11,WET,TB,2,1,150,NA,1.1,21.8,46,31,14
15WETTB22,15,2018-12-11,WET,TB,2,2,130,NA,2.6,22.2,25,19,8
15WETTB23,15,2018-12-11,WET,TB,2,3,42,NA,2.6,22.1,63,149,110
15WETTB31,15,2018-12-11,WET,TB,3,1,68,NA,2.4,20.8,27,40,15
15WETTB32,15,2018-12-11,WET,TB,3,2,119,NA,1.8,21,35,29,21
15WETTB33,15,2018-12-11,WET,TB,3,3,84,NA,0.9,21.6,3,4,1
15WETTB41,15,2018-12-11,WET,TB,4,1,85,NA,0.7,21.1,7,8,4
15WETTB42,15,2018-12-11,WET,TB,4,2,99,NA,0.7,21.8,14,14,10
15WETTB43,15,2018-12-11,WET,TB,4,3,120,NA,0.8,21.4,13,11,10
16EARLYDRYRB101,16,2020-02-22,EARLYDRY,RB,10,1,52,6.05,0.4,18.2,28,54,30
16EARLYDRYRB102,16,2020-02-22,EARLYDRY,RB,10,2,73,5.42,0.4,19,37,51,56
16EARLYDRYRB103,16,2020-02-22,EARLYDRY,RB,10,3,77,6.04,0.4,19.7,28,36,29
16EARLYDRYRB111,16,2020-02-23,EARLYDRY,RB,11,1,76,4.4,0.3,18.9,54,71,41
16EARLYDRYRB112,16,2020-02-23,EARLYDRY,RB,11,2,68,4.55,0.4,19.2,58,85,91
16EARLYDRYRB113,16,2020-02-23,EARLYDRY,RB,11,3,30,5.51,0.3,18.8,58,191,93
16EARLYDRYRB121,16,2020-02-24,EARLYDRY,RB,12,1,137,2.25,NA,20.8,7,5,4
16EARLYDRYRB122,16,2020-02-24,EARLYDRY,RB,12,2,136,3.12,0.7,20.8,12,9,9
16EARLYDRYRB123,16,2020-02-24,EARLYDRY,RB,12,3,138,3.45,0.6,20.8,21,15,30
16EARLYDRYRB132,16,2020-02-23,EARLYDRY,RB,13,2,74,5.04,0.5,21.7,32,43,30
16EARLYDRYRB133,16,2020-02-23,EARLYDRY,RB,13,3,70,5.15,0.5,21.5,35,50,31
16EARLYDRYRB141,16,2020-02-23,EARLYDRY,RB,14,1,96,1.8,0.9,22.4,2,2,1
16EARLYDRYRB142,16,2020-02-23,EARLYDRY,RB,14,2,99,2.08,0.9,22.3,16,16,13
16EARLYDRYRB143,16,2020-02-24,EARLYDRY,RB,14,3,42,1.76,0.9,21.1,47,112,92
16EARLYDRYRB161,16,2020-02-24,EARLYDRY,RB,16,1,126,3.52,2.2,23.2,15,12,18
16EARLYDRYRB162,16,2020-02-24,EARLYDRY,RB,16,2,148,2.83,1.9,22.2,10,7,16
16EARLYDRYRB163,16,2020-02-24,EARLYDRY,RB,16,3,164,3.09,2.1,22.9,2,1,1
16EARLYDRYRB181,16,2020-02-23,EARLYDRY,RB,18,1,86,6.01,0.6,21.7,21,24,32
16EARLYDRYRB182,16,2020-02-23,EARLYDRY,RB,18,2,94,6.06,0.5,21.6,23,25,36
16EARLYDRYRB183,16,2020-02-23,EARLYDRY,RB,18,3,80,6.03,0.6,21.7,36,45,26
16EARLYDRYRB71,16,2020-02-24,EARLYDRY,RB,7,1,113,0.71,NA,20.3,5,4,1
16EARLYDRYRB72,16,2020-02-24,EARLYDRY,RB,7,2,106,1.11,NA,20.2,5,5,4
16EARLYDRYRB81,16,2020-02-23,EARLYDRY,RB,8,1,41,4.86,0.4,19.7,41,100,36
16EARLYDRYRB82,16,2020-02-23,EARLYDRY,RB,8,2,73,4.85,0.4,19.7,31,43,29
16EARLYDRYRB91,16,2020-02-22,EARLYDRY,RB,9,1,69,4.8,0.4,19.9,39,56,30
16EARLYDRYRB92,16,2020-02-22,EARLYDRY,RB,9,2,79,4.82,0.4,20.3,29,37,39
16EARLYDRYRB93,16,2020-02-22,EARLYDRY,RB,9,3,78,6.62,0.3,20.5,27,35,36
16EARLYDRYTB11,16,2020-02-25,EARLYDRY,TB,1,1,86,5.61,4.4,23.7,2,2,1
16EARLYDRYTB12,16,2020-02-25,EARLYDRY,TB,1,2,70,6.02,4.4,24.7,7,10,10
16EARLYDRYTB13,16,2020-02-25,EARLYDRY,TB,1,3,55,6.41,4.4,24.7,13,24,21
16EARLYDRYTB21,16,2020-02-25,EARLYDRY,TB,2,1,78,6.2,4.1,22.6,30,39,32
16EARLYDRYTB22,16,2020-02-25,EARLYDRY,TB,2,2,84,6.9,4.3,22.8,6,7,10
16EARLYDRYTB23,16,2020-02-25,EARLYDRY,TB,2,3,114,6.87,4.4,22.9,4,4,2
16EARLYDRYTB31,16,2020-02-25,EARLYDRY,TB,3,1,65,5.95,5.3,22.2,2,3,0
16EARLYDRYTB32,16,2020-02-25,EARLYDRY,TB,3,2,58,6.15,4.8,22.6,4,7,0
16EARLYDRYTB33,16,2020-02-25,EARLYDRY,TB,3,3,131,6.58,4.1,23.2,9,7,4
16EARLYDRYTB41,16,2020-02-24,EARLYDRY,TB,4,1,94,6.6,2.6,23.2,22,23,19
16EARLYDRYTB42,16,2020-02-24,EARLYDRY,TB,4,2,76,6.87,2.6,23.3,15,20,11
16EARLYDRYTB43,16,2020-02-24,EARLYDRY,TB,4,3,100,6.53,2.3,23.3,7,7,2
16LATEDRYRB101,16,2020-05-16,LATEDRY,RB,10,1,37,4.1,2.5,24.4,52,141,77
16LATEDRYRB102,16,2020-05-16,LATEDRY,RB,10,2,135,4.54,2.6,24.9,42,31,45
16LATEDRYRB103,16,2020-05-16,LATEDRY,RB,10,3,129,4.71,2.7,25.4,58,45,83
16LATEDRYRB111,16,2020-05-13,LATEDRY,RB,11,1,356,2.47,4.3,23.7,25,7,31
16LATEDRYRB112,16,2020-05-13,LATEDRY,RB,11,2,274,2.83,3.9,24.8,23,8,45
16LATEDRYRB113,16,2020-05-13,LATEDRY,RB,11,3,212,3.06,4.3,24.6,45,21,78
16LATEDRYRB131,16,2020-05-16,LATEDRY,RB,13,1,198,5.53,6.4,26.3,24,12,43
16LATEDRYRB132,16,2020-05-16,LATEDRY,RB,13,2,168,5.87,6.3,26.6,6,4,4
16LATEDRYRB133,16,2020-05-16,LATEDRY,RB,13,3,161,6.3,6.3,26.8,5,3,2
16LATEDRYRB81,16,2020-05-13,LATEDRY,RB,8,1,92,5.01,5,25.8,29,32,36
16LATEDRYRB82,16,2020-05-13,LATEDRY,RB,8,2,97,5.23,4.6,25.9,31,32,53
16LATEDRYRB83,16,2020-05-13,LATEDRY,RB,8,3,120,4.32,4.4,25.7,44,37,68
16LATEDRYRB91,16,2020-05-13,LATEDRY,RB,9,1,225,3.4,4.1,24.9,57,25,113
16LATEDRYRB92,16,2020-05-13,LATEDRY,RB,9,2,317,4.4,4,24.5,50,16,88
16LATEDRYRB93,16,2020-05-13,LATEDRY,RB,9,3,254,4.8,3.6,24.6,71,28,129
16TRANSRB101,16,2020-01-19,TRANS,RB,10,1,80,7.4,0.3,20,39,49,28
16TRANSRB101,16,2020-06-26,TRANS,RB,10,1,94,NA,0.3,30.5,39,41,30
16TRANSRB102,16,2020-01-19,TRANS,RB,10,2,76,5.67,0.3,20,30,40,28
16TRANSRB102,16,2020-06-26,TRANS,RB,10,2,144,2.59,0.3,30.9,30,21,0
16TRANSRB103,16,2020-01-19,TRANS,RB,10,3,84,5.56,0.3,20.4,14,17,11
16TRANSRB103,16,2020-06-26,TRANS,RB,10,3,151,3.23,0.3,31.3,14,9,2
16TRANSRB111,16,2020-01-19,TRANS,RB,11,1,76,5.19,0.3,21.2,23,30,19
16TRANSRB111,16,2020-06-26,TRANS,RB,11,1,106,1.89,0.4,30.8,23,22,2
16TRANSRB112,16,2020-01-19,TRANS,RB,11,2,66,5.57,0.3,21.3,39,59,62
16TRANSRB112,16,2020-06-26,TRANS,RB,11,2,99,2.01,0.4,31.3,39,40,4
16TRANSRB113,16,2020-01-19,TRANS,RB,11,3,21,6,0.3,22.4,56,265,39
16TRANSRB113,16,2020-06-26,TRANS,RB,11,3,79,3.48,0.4,32.7,56,71,34
16TRANSRB131,16,2020-01-20,TRANS,RB,13,1,21,6.13,0.3,21.1,32,152,28
16TRANSRB131,16,2020-06-26,TRANS,RB,13,1,128,2.88,0.4,31.5,32,25,6
16TRANSRB132,16,2020-01-20,TRANS,RB,13,2,60,4.88,0.4,21.3,17,28,13
16TRANSRB132,16,2020-06-26,TRANS,RB,13,2,111,2.87,0.4,31.6,17,15,10
16TRANSRB133,16,2020-01-20,TRANS,RB,13,3,26,4.7,0.3,21.4,16,60,13
16TRANSRB133,16,2020-06-26,TRANS,RB,13,3,111,2.85,0.4,31.6,16,14,5
16TRANSRB81,16,2020-01-20,TRANS,RB,8,1,52,4.2,0.3,21.4,26,50,23
16TRANSRB81,16,2020-06-26,TRANS,RB,8,1,105,2.3,0.3,30.1,26,25,1
16TRANSRB82,16,2020-01-20,TRANS,RB,8,2,52,4.6,0.3,21.6,38,73,59
16TRANSRB82,16,2020-06-26,TRANS,RB,8,2,90,2.35,0.3,30,38,42,3
16TRANSRB83,16,2020-01-20,TRANS,RB,8,3,82,4.49,0.3,21.8,42,51,46
16TRANSRB83,16,2020-06-26,TRANS,RB,8,3,63,2.71,0.3,30.2,42,67,4
16TRANSRB91,16,2020-01-19,TRANS,RB,9,1,44,5.23,0.3,20.5,28,64,35
16TRANSRB91,16,2020-06-26,TRANS,RB,9,1,120,1.82,0.3,29.8,28,23,14
16TRANSRB92,16,2020-01-19,TRANS,RB,9,2,60,5.59,0.3,20.7,21,35,37
16TRANSRB92,16,2020-06-26,TRANS,RB,9,2,98,2.1,0.3,29.8,21,21,4
16TRANSRB93,16,2020-01-19,TRANS,RB,9,3,42,5.63,0.3,21.1,42,100,72
16TRANSRB93,16,2020-06-26,TRANS,RB,9,3,139,2.03,0.3,29.8,42,30,3
16WETRB101,16,2019-12-10,WET,RB,10,1,133,6.06,0.3,20.7,9,7,8
16WETRB103,16,2019-12-10,WET,RB,10,3,77,5.15,0.3,21.4,8,10,7
16WETRB112,16,2019-12-11,WET,RB,11,2,79,4.56,0.3,22.5,11,14,9
16WETRB113,16,2019-12-11,WET,RB,11,3,46,6.4,0.2,23,35,76,64
16WETRB122,16,2019-12-12,WET,RB,12,2,97,3.8,0.3,22.3,6,6,5
16WETRB131,16,2019-12-10,WET,RB,13,1,70,5.79,0.3,23.3,20,28,14
16WETRB133,16,2019-12-11,WET,RB,13,3,53,5.03,0.3,22.1,17,32,22
16WETRB141,16,2019-12-11,WET,RB,14,1,78,4.99,0.4,22.5,6,8,5
16WETRB143,16,2019-12-11,WET,RB,14,3,75,7.19,0.3,22.9,20,27,24
16WETRB151,16,2019-12-12,WET,RB,15,1,100,2.97,0.6,22.9,5,5,3
16WETRB152,16,2019-12-12,WET,RB,15,2,130,2.76,0.5,22.9,12,9,7
16WETRB153,16,2019-12-12,WET,RB,15,3,86,3.06,0.5,22.9,7,8,10
16WETRB161,16,2019-12-12,WET,RB,16,1,120,3.79,0.8,22.3,2,2,1
16WETRB162,16,2019-12-12,WET,RB,16,2,142,3.79,0.7,22.4,3,2,2
16WETRB163,16,2019-12-12,WET,RB,16,3,138,3.75,0.8,22.3,10,7,8
16WETRB182,16,2019-12-12,WET,RB,18,2,56,5.4,0.2,22.8,13,23,10
16WETRB183,16,2019-12-12,WET,RB,18,3,70,5.37,0.2,22.6,18,26,17
16WETRB71,16,2019-12-11,WET,RB,7,1,96,3.04,0.8,22.6,5,5,8
16WETRB91,16,2019-12-10,WET,RB,9,1,77,5.14,0.3,22,18,23,21
16WETRB92,16,2019-12-10,WET,RB,9,2,55,5.25,0.3,22.2,17,31,16
16WETTB11,16,2019-12-13,WET,TB,1,1,88,3.55,2.4,23.8,16,18,11
16WETTB13,16,2019-12-13,WET,TB,1,3,60,3.96,3.1,23.5,3,5,2
16WETTB21,16,2019-12-13,WET,TB,2,1,40,4.03,1.4,24.1,57,141,52
16WETTB22,16,2019-12-13,WET,TB,2,2,81,4.9,1.8,24.2,24,30,17
16WETTB23,16,2019-12-13,WET,TB,2,3,103,4.86,1.7,24.4,30,29,13
16WETTB32,16,2019-12-13,WET,TB,3,2,83,3.87,0.8,22.9,20,24,3
16WETTB33,16,2019-12-13,WET,TB,3,3,150,3.58,0.8,23,14,9,10
16WETTB41,16,2019-12-13,WET,TB,4,1,54,3.92,0.9,22.4,16,30,10
16WETTB42,16,2019-12-13,WET,TB,4,2,61,3.95,0.8,22.6,21,34,20
16WETTB43,16,2019-12-13,WET,TB,4,3,55,3.9,0.8,22.6,27,49,51
17EARLYDRYRB101,17,2021-02-19,EARLYDRY,RB,10,1,67,2.85,0.3,25.7,20,30,27
17EARLYDRYRB102,17,2021-02-19,EARLYDRY,RB,10,2,98,3.02,0.3,25.8,19,19,33
17EARLYDRYRB103,17,2021-02-19,EARLYDRY,RB,10,3,104,3.21,0.3,25.9,7,7,5
17EARLYDRYRB111,17,2021-02-19,EARLYDRY,RB,11,1,88,3.12,0.3,26.6,40,46,74
17EARLYDRYRB112,17,2021-02-19,EARLYDRY,RB,11,2,74,3.98,0.3,26.8,9,12,12
17EARLYDRYRB113,17,2021-02-19,EARLYDRY,RB,11,3,79,4.58,0.3,27.2,15,19,13
17EARLYDRYRB121,17,2021-02-21,EARLYDRY,RB,12,1,80,3.81,0.6,20.1,46,57,75
17EARLYDRYRB122,17,2021-02-21,EARLYDRY,RB,12,2,94,4.24,0.5,20.4,49,52,67
17EARLYDRYRB123,17,2021-02-21,EARLYDRY,RB,12,3,85,4.67,0.4,20.6,19,22,26
17EARLYDRYRB131,17,2021-02-19,EARLYDRY,RB,13,1,80,3.6,0.3,26.4,9,11,8
17EARLYDRYRB132,17,2021-02-20,EARLYDRY,RB,13,2,76,3.16,0.3,23.3,7,9,5
17EARLYDRYRB133,17,2021-02-20,EARLYDRY,RB,13,3,76,3.44,0.3,23.2,16,21,20
17EARLYDRYRB141,17,2021-02-20,EARLYDRY,RB,14,1,71,3.56,0.4,24.3,25,35,22
17EARLYDRYRB142,17,2021-02-21,EARLYDRY,RB,14,2,76,4.11,0.4,21.9,27,35,39
17EARLYDRYRB143,17,2021-02-21,EARLYDRY,RB,14,3,92,4.59,0.4,22.1,18,20,14
17EARLYDRYRB151,17,2021-02-21,EARLYDRY,RB,15,1,86,2.37,0.8,22.8,15,18,28
17EARLYDRYRB152,17,2021-02-21,EARLYDRY,RB,15,2,100,2.65,0.8,22.8,14,14,9
17EARLYDRYRB153,17,2021-02-22,EARLYDRY,RB,15,3,140,1.08,0.8,23.3,8,6,16
17EARLYDRYRB163,17,2021-02-21,EARLYDRY,RB,16,3,100,3.13,1,21.3,50,50,83
17EARLYDRYRB181,17,2021-02-20,EARLYDRY,RB,18,1,82,3.57,0.3,23.9,9,11,14
17EARLYDRYRB182,17,2021-02-20,EARLYDRY,RB,18,2,67,3.98,0.3,23.6,26,39,29
17EARLYDRYRB183,17,2021-02-20,EARLYDRY,RB,18,3,55,3.94,0.3,23.6,16,29,15
17EARLYDRYRB81,17,2021-02-20,EARLYDRY,RB,8,1,75,3.38,0.3,23,19,25,30
17EARLYDRYRB82,17,2021-02-20,EARLYDRY,RB,8,2,74,3.26,0.3,22.5,17,23,22
17EARLYDRYRB83,17,2021-02-20,EARLYDRY,RB,8,3,76,3.66,0.3,22.6,20,26,18
17EARLYDRYRB92,17,2021-02-19,EARLYDRY,RB,9,2,102,2.71,0.3,26.2,4,4,2
17EARLYDRYRB93,17,2021-02-19,EARLYDRY,RB,9,3,100,2.8,0.3,26.3,8,8,6
17EARLYDRYTB11,17,2021-02-22,EARLYDRY,TB,1,1,80,4.15,1.8,23.3,5,6,8
17EARLYDRYTB12,17,2021-02-22,EARLYDRY,TB,1,2,63,4.73,1.7,23.7,38,61,68
17EARLYDRYTB13,17,2021-02-22,EARLYDRY,TB,1,3,75,4.41,1.8,23.7,17,23,5
17EARLYDRYTB21,17,2021-02-22,EARLYDRY,TB,2,1,75,4.48,1.3,24.1,43,57,49
17EARLYDRYTB22,17,2021-02-22,EARLYDRY,TB,2,2,77,6.62,1.4,24.5,55,72,86
17EARLYDRYTB23,17,2021-02-22,EARLYDRY,TB,2,3,116,6.49,1.4,24.3,23,20,15
17EARLYDRYTB31,17,2021-02-22,EARLYDRY,TB,3,1,87,2.72,1.2,22.1,21,24,24
17EARLYDRYTB32,17,2021-02-22,EARLYDRY,TB,3,2,82,2.57,1.1,22.2,62,75,122
17EARLYDRYTB33,17,2021-02-22,EARLYDRY,TB,3,3,109,2.78,1,22.4,17,16,24
17EARLYDRYTB41,17,2021-02-22,EARLYDRY,TB,4,1,83,2.52,0.9,22.4,43,52,84
17EARLYDRYTB42,17,2021-02-22,EARLYDRY,TB,4,2,62,2.71,0.9,22.5,28,45,50
17EARLYDRYTB43,17,2021-02-22,EARLYDRY,TB,4,3,118,2.98,0.9,22.5,23,19,36
17TRANSRB101,17,2021-01-23,TRANS,RB,10,1,88,4.86,0.2,20.4,186,212,142
17TRANSRB101,17,2021-03-19,TRANS,RB,10,1,84,3.02,0.3,24.7,186,221,283
17TRANSRB101,17,2021-04-16,TRANS,RB,10,1,113,2.87,0.4,24.5,186,165,303
17TRANSRB101,17,2021-05-22,TRANS,RB,10,1,85,2.59,0.5,24,186,218,255
17TRANSRB101,17,2021-06-22,TRANS,RB,10,1,74,2.45,0.4,29.9,186,250,296
17TRANSRB102,17,2021-01-23,TRANS,RB,10,2,86,4.95,0.2,20.7,141,165,173
17TRANSRB102,17,2021-03-19,TRANS,RB,10,2,91,3.29,0.3,25.1,141,155,164
17TRANSRB102,17,2021-04-16,TRANS,RB,10,2,86,3.11,0.4,24.4,141,164,155
17TRANSRB102,17,2021-05-22,TRANS,RB,10,2,75,2.92,0.5,24.3,141,189,216
17TRANSRB102,17,2021-06-22,TRANS,RB,10,2,82,2.42,0.4,29.8,141,171,140
17TRANSRB103,17,2021-01-23,TRANS,RB,10,3,120,5.4,0.2,21,109,91,108
17TRANSRB103,17,2021-03-19,TRANS,RB,10,3,94,3.78,0.3,25.5,109,116,119
17TRANSRB103,17,2021-04-16,TRANS,RB,10,3,65,2.96,0.4,24.5,109,168,112
17TRANSRB103,17,2021-05-22,TRANS,RB,10,3,77,2.87,0.5,24.8,109,141,136
17TRANSRB103,17,2021-06-22,TRANS,RB,10,3,118,2.55,0.4,30.1,109,92,31
17TRANSRB111,17,2021-01-24,TRANS,RB,11,1,93,4.51,0.2,21,114,123,60
17TRANSRB111,17,2021-03-20,TRANS,RB,11,1,81,3.4,0.3,20.9,114,140,50
17TRANSRB111,17,2021-04-16,TRANS,RB,11,1,91,3.03,0.4,26.2,114,125,149
17TRANSRB111,17,2021-05-22,TRANS,RB,11,1,92,4.21,0.5,26.5,114,125,169
17TRANSRB111,17,2021-06-22,TRANS,RB,11,1,104,3.2,0.5,30.4,114,110,113
17TRANSRB112,17,2021-01-24,TRANS,RB,11,2,91,4.72,0.2,20.8,89,98,107
17TRANSRB112,17,2021-03-20,TRANS,RB,11,2,86,3.56,0.3,20.3,89,103,95
17TRANSRB112,17,2021-04-16,TRANS,RB,11,2,94,3.8,0.4,27.7,89,95,77
17TRANSRB112,17,2021-05-22,TRANS,RB,11,2,103,3.37,0.5,26.3,89,86,100
17TRANSRB112,17,2021-06-22,TRANS,RB,11,2,100,2.99,0.4,30.3,89,89,57
17TRANSRB113,17,2021-01-24,TRANS,RB,11,3,81,5.04,0.2,21.3,263,324,351
17TRANSRB113,17,2021-03-20,TRANS,RB,11,3,81,3.66,0.3,20,263,326,243
17TRANSRB113,17,2021-04-16,TRANS,RB,11,3,73,3.98,0.4,28,263,362,438
17TRANSRB113,17,2021-05-22,TRANS,RB,11,3,49,3.2,0.4,26.1,263,533,446
17TRANSRB113,17,2021-06-22,TRANS,RB,11,3,83,3.47,0.4,30.5,263,318,247
17TRANSRB121,17,2021-05-24,TRANS,RB,12,1,135,1.32,2,25.9,3,2,2
17TRANSRB122,17,2021-05-24,TRANS,RB,12,2,100,1.28,1.9,25.1,11,11,9
17TRANSRB123,17,2021-05-24,TRANS,RB,12,3,94,1.44,1.7,25.5,10,11,19
17TRANSRB131,17,2021-01-23,TRANS,RB,13,1,66,4.89,0.3,20.7,95,144,17
17TRANSRB131,17,2021-03-20,TRANS,RB,13,1,69,4.09,0.3,22.9,95,138,43
17TRANSRB131,17,2021-04-17,TRANS,RB,13,1,103,3.61,0.4,26.2,95,92,69
17TRANSRB131,17,2021-05-23,TRANS,RB,13,1,65,4.62,0.7,25.7,95,147,61
17TRANSRB131,17,2021-06-22,TRANS,RB,13,1,59,2.08,0.5,29.5,95,161,75
17TRANSRB132,17,2021-01-23,TRANS,RB,13,2,42,5.12,0.3,20.9,115,272,45
17TRANSRB132,17,2021-03-20,TRANS,RB,13,2,107,4.22,0.3,23,115,107,87
17TRANSRB132,17,2021-04-17,TRANS,RB,13,2,95,3.42,0.4,26.3,115,121,98
17TRANSRB132,17,2021-05-23,TRANS,RB,13,2,87,5.02,0.7,26.4,115,133,61
17TRANSRB132,17,2021-06-22,TRANS,RB,13,2,74,2.18,0.5,29.4,115,154,68
17TRANSRB133,17,2021-01-23,TRANS,RB,13,3,87,5.3,0.3,21.1,133,152,126
17TRANSRB133,17,2021-03-20,TRANS,RB,13,3,87,4.45,0.4,23,133,153,106
17TRANSRB133,17,2021-04-17,TRANS,RB,13,3,95,3.21,0.4,26.4,133,140,135
17TRANSRB133,17,2021-05-23,TRANS,RB,13,3,74,5.29,0.7,26.6,133,179,88
17TRANSRB133,17,2021-06-22,TRANS,RB,13,3,70,2.19,0.5,29.4,133,189,47
17TRANSRB142,17,2021-05-23,TRANS,RB,14,2,134,1.3,1.5,26.4,13,10,15
17TRANSRB143,17,2021-05-23,TRANS,RB,14,3,80,1.9,1.5,26.3,23,29,31
17TRANSRB151,17,2021-05-24,TRANS,RB,15,1,114,5.48,5.7,27.4,10,9,1
17TRANSRB153,17,2021-05-24,TRANS,RB,15,3,105,4.48,4.8,27,4,4,1
17TRANSRB162,17,2021-05-24,TRANS,RB,16,2,140,4.45,4,27.2,11,8,20
17TRANSRB163,17,2021-05-24,TRANS,RB,16,3,144,5.6,4,27.3,16,11,24
17TRANSRB181,17,2021-05-23,TRANS,RB,18,1,77,4.92,0.8,26.1,24,31,23
17TRANSRB182,17,2021-05-23,TRANS,RB,18,2,61,5.24,0.8,26.2,28,46,26
17TRANSRB183,17,2021-05-23,TRANS,RB,18,3,82,5.35,0.8,26.5,18,22,14
17TRANSRB71,17,2021-05-23,TRANS,RB,7,1,149,0.3,1.8,25.1,6,4,10
17TRANSRB73,17,2021-05-23,TRANS,RB,7,3,90,0.36,1.7,25.1,45,50,90
17TRANSRB81,17,2021-01-24,TRANS,RB,8,1,72,4.05,0.3,19.8,241,333,365
17TRANSRB81,17,2021-03-20,TRANS,RB,8,1,78,3.58,0.3,22.1,241,311,379
17TRANSRB81,17,2021-04-16,TRANS,RB,8,1,69,3.77,0.4,26.9,241,349,386
17TRANSRB81,17,2021-05-23,TRANS,RB,8,1,47,3.25,0.5,24.7,241,512,403
17TRANSRB81,17,2021-06-22,TRANS,RB,8,1,135,2.15,0.5,29,241,179,392
